rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
13440	CCDC147	coiled-coil domain containing 147	454054	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13441	CCDC153	coiled-coil domain containing 153	118369	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13442	CCDC19	coiled-coil domain containing 19	312246	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13443	CCDC21	coiled-coil domain containing 21	414127	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13444	CCDC23	coiled-coil domain containing 23	38636	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13445	CCDC24	coiled-coil domain containing 24	155754	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13446	CCDC25	coiled-coil domain containing 25	108167	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13447	CCDC28B	coiled-coil domain containing 28B	113421	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13448	CCDC41	coiled-coil domain containing 41	397959	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13449	CCDC42B	coiled-coil domain containing 42B	120340	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13450	CCDC45	coiled-coil domain containing 45	467160	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13451	CCDC46	coiled-coil domain containing 46	574768	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13452	CCDC47	coiled-coil domain containing 47	269426	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13453	CCDC48	coiled-coil domain containing 48	173324	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13454	CCDC52	coiled-coil domain containing 52	473823	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13455	CCDC55	coiled-coil domain containing 55	289788	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13456	CCDC56	coiled-coil domain containing 56	60157	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13457	CCDC68	coiled-coil domain containing 68	175687	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13458	CCDC69	coiled-coil domain containing 69	169768	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13459	CCDC70	coiled-coil domain containing 70	117734	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13460	CCDC72	coiled-coil domain containing 72	27901	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13461	CCDC74B	coiled-coil domain containing 74B	199392	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13462	CCDC75	coiled-coil domain containing 75	149792	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13463	CCDC76	coiled-coil domain containing 76	269671	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13464	CCDC78	coiled-coil domain containing 78	208238	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13465	CCDC84	coiled-coil domain containing 84	185228	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13466	CCDC85B	coiled-coil domain containing 85B	44945	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13467	CCDC85C	coiled-coil domain containing 85C	89996	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13468	CCDC9	coiled-coil domain containing 9	272316	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13469	CCDC90A	coiled-coil domain containing 90A	128375	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13470	CCDC90B	coiled-coil domain containing 90B	143700	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13471	CCDC97	coiled-coil domain containing 97	157190	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13472	CCDC99	coiled-coil domain containing 99	328786	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13473	CCK	cholecystokinin	61972	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13474	CCL1	chemokine (C-C motif) ligand 1	55911	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13475	CCL11	chemokine (C-C motif) ligand 11	55465	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13476	CCL13	chemokine (C-C motif) ligand 13	56606	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13477	CCL15	chemokine (C-C motif) ligand 15	65714	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13478	CCL17	chemokine (C-C motif) ligand 17	53768	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13479	CCL19	chemokine (C-C motif) ligand 19	56635	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13480	CCL2	chemokine (C-C motif) ligand 2	57313	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13481	CCL21	chemokine (C-C motif) ligand 21	64907	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13482	CCL23	chemokine (C-C motif) ligand 23	78809	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13483	CCL24	chemokine (C-C motif) ligand 24	67165	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13484	CCL25	chemokine (C-C motif) ligand 25	86264	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13485	CCL26	chemokine (C-C motif) ligand 26	54830	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13486	CCL27	chemokine (C-C motif) ligand 27	63927	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13487	CCL3	chemokine (C-C motif) ligand 3	53835	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13488	CCL3L1	chemokine (C-C motif) ligand 3-like 1	40696	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13489	CCL3L3	chemokine (C-C motif) ligand 3-like 3	40696	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13490	CCL4	chemokine (C-C motif) ligand 4	53835	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13491	CCL4L1	chemokine (C-C motif) ligand 4-like 1	42500	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13492	CCL4L2	chemokine (C-C motif) ligand 4-like 2	42500	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13493	CCNB1IP1	cyclin B1 interacting protein 1	155105	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13494	CCND2	cyclin D2	163515	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13495	CCND3	cyclin D3	158636	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13496	CCNE2	cyclin E2	225540	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13497	CCNG1	cyclin G1	162398	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13498	CCNG2	cyclin G2	192358	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13499	CCNH	cyclin H	181164	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13500	CCNO	cyclin O	98328	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13501	CCNYL1	cyclin Y-like 1	169680	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13502	CCR6	chemokine (C-C motif) receptor 6	170609	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13503	CCR8	chemokine (C-C motif) receptor 8	187022	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13504	CCRL1	chemokine (C-C motif) receptor-like 1	191550	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13505	CCRL2	chemokine (C-C motif) receptor-like 2	195069	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13506	CCS	copper chaperone for superoxide dismutase	151362	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13507	CCT2	chaperonin containing TCP1, subunit 2 (beta)	307122	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13508	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	306453	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13509	CD164	CD164 molecule, sialomucin	122013	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13510	CD164L2	CD164 sialomucin-like 2	84537	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13511	CD177	CD177 molecule	230146	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13512	CD19	CD19 molecule	307805	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13513	CD200	CD200 molecule	166424	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13514	CD209	CD209 molecule	229899	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13515	CD24	CD24 molecule	36626	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13516	CD247	CD247 molecule	96657	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13517	CD27	CD27 molecule	143361	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13518	CD274	CD274 molecule	160142	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13519	CD276	CD276 molecule	296924	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13520	CD2AP	CD2-associated protein	364891	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13521	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	189969	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13522	CD300E	CD300e molecule	116956	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13523	CD300LB	CD300 molecule-like family member b	135002	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13524	CD300LD	CD300 molecule-like family member d	110817	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13525	CD300LF	CD300 molecule-like family member f	166474	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13526	CD300LG	CD300 molecule-like family member g	205389	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13527	CD37	CD37 molecule	145902	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13528	CD3D	CD3d molecule, delta (CD3-TCR complex)	94225	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13529	CD3G	CD3g molecule, gamma (CD3-TCR complex)	103611	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13530	CD4	CD4 molecule	249794	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13531	CD40	CD40 molecule, TNF receptor superfamily member 5	158565	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13532	CD44	CD44 molecule (Indian blood group)	416294	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13533	CD47	CD47 molecule	178046	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13534	CD52	CD52 molecule	35689	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13535	CD53	CD53 molecule	127004	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13536	CD63	CD63 molecule	132690	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13537	CD68	CD68 molecule	190676	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13538	CD69	CD69 molecule	113405	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13539	CD70	CD70 molecule	107407	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13540	CD72	CD72 molecule	198656	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13541	CD79B	CD79b molecule, immunoglobulin-associated beta	126782	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13542	CD82	CD82 molecule	139605	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13543	CD8A	CD8a molecule	92669	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13544	CD8B	CD8b molecule	170396	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13545	CD99	CD99 molecule	102490	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13546	CDA	cytidine deaminase	84309	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13547	CDC16	cell division cycle 16 homolog (S. cerevisiae)	345720	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13548	CDC20B	cell division cycle 20 homolog B (S. cerevisiae)	289471	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13549	CDC25C	cell division cycle 25 homolog C (S. pombe)	262536	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13550	CDC34	cell division cycle 34 homolog (S. cerevisiae)	134599	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13551	CDC37	cell division cycle 37 homolog (S. cerevisiae)	194781	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13552	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	127637	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13553	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	194221	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13554	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4	180590	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13555	CDC42SE1	CDC42 small effector 1	46620	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13556	CDC42SE2	CDC42 small effector 2	49327	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13557	CDCA3	cell division cycle associated 3	152356	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13558	CDCA4	cell division cycle associated 4	116889	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13559	CDCP1	CUB domain containing protein 1	427325	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13560	CDH24	cadherin-like 24	356557	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13561	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	118415	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13562	CDK15	cyclin-dependent kinase 15	221181	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13563	CDK17	cyclin-dependent kinase 17	299783	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13564	CDK20	cyclin-dependent kinase 20	198953	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13565	CDK2AP1	CDK2-associated protein 1	54869	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13566	CDK2AP2	CDK2-associated protein 2	72757	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13567	CDK4	cyclin-dependent kinase 4	171458	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13568	CDK5	cyclin-dependent kinase 5	165583	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13569	CDK7	cyclin-dependent kinase 7	198787	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13570	CDK9	cyclin-dependent kinase 9	161469	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13571	CDKL1	cyclin-dependent kinase-like 1 (CDC2-related kinase)	203200	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13572	CDKN1B	cyclin-dependent kinase inhibitor 1B (p27, Kip1)	110598	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13573	CDKN2AIPNL	CDKN2A interacting protein N-terminal like	58437	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13574	CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	44320	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13575	CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)	114479	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13576	CDNF	cerebral dopamine neurotrophic factor	104898	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13577	CDO1	cysteine dioxygenase, type I	108845	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13578	CDR2L	cerebellar degeneration-related protein 2-like	209755	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13579	CDRT15	CMT1A duplicated region transcript 15	106426	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13580	CDRT4	CMT1A duplicated region transcript 4	82998	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13581	CDSN	corneodesmosin	256150	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13582	CDV3	CDV3 homolog (mouse)	107678	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13583	CDX1	caudal type homeobox 1	66590	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13584	CDX2	caudal type homeobox 2	127797	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13585	CDX4	caudal type homeobox 4	152578	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13586	CDYL	chromodomain protein, Y-like	292240	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13587	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	297416	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13588	CEACAM20	carcinoembryonic antigen-related cell adhesion molecule 20	337137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13589	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	140415	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13590	CEACAM6	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)	195077	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13591	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	150501	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13592	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	54940	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13593	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	53804	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13594	CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	150881	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13595	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	82462	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13596	CECR6	cat eye syndrome chromosome region, candidate 6	86860	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13597	CELA1	chymotrypsin-like elastase family, member 1	137652	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13598	CELA3B	chymotrypsin-like elastase family, member 3B	156177	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13599	CENPA	centromere protein A	60756	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13600	CENPBD1	CENPB DNA-binding domains containing 1	89084	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13601	CENPC1	centromere protein C 1	530214	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13602	CENPK	centromere protein K	154019	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13603	CENPM	centromere protein M	109473	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13604	CENPP	centromere protein P	160345	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13605	CEP110	centrosomal protein 110kDa	1270246	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13606	CEP57	centrosomal protein 57kDa	259121	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13607	CEP63	centrosomal protein 63kDa	402758	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13608	CEP68	centrosomal protein 68kDa	418951	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13609	CEP78	centrosomal protein 78kDa	400041	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13610	CEPT1	choline/ethanolamine phosphotransferase 1	225143	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13611	CERKL	ceramide kinase-like	277509	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13612	CES7	carboxylesterase 7	323621	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13613	CES8	[Not Available]	315410	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13614	CETN2	centrin, EF-hand protein, 2	96143	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13615	CETP	cholesteryl ester transfer protein, plasma	276774	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13616	CFB	complement factor B	426894	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13617	CFD	complement factor D (adipsin)	44481	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13618	CFDP1	craniofacial development protein 1	169654	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13619	CFHR4	complement factor H-related 4	187320	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13620	CFL2	cofilin 2 (muscle)	93354	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13621	CGA	glycoprotein hormones, alpha polypeptide	65385	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13622	CGB	chorionic gonadotropin, beta polypeptide	50274	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13623	CGB1	chorionic gonadotropin, beta polypeptide 1	87075	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13624	CGB2	chorionic gonadotropin, beta polypeptide 2	81368	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13625	CGB5	chorionic gonadotropin, beta polypeptide 5	78137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13626	CGB7	chorionic gonadotropin, beta polypeptide 7	86790	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
